Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,1302.77,наличный,Гродно,Приорбанк-YQDZ-984,03-03-2009,00:13:16,успешно,нет,0.0
юр. лицо,получение средств,3161.85,безналичный,Гомель,Приорбанк-LHZY-064,31-12-2009,12:39:39,успешно,нет,0.0
физ. лицо,списание средств,3259.35,безналичный,Гомель,БелАгропромбанк-KITB-384,10-11-2011,17:19:22,успешно,да,301.9
юр. лицо,списание средств,3808.15,наличный,Гомель,Приорбанк-CWBZ-876,06-09-2012,03:58:30,успешно,нет,0.0
юр. лицо,списание средств,4948.22,наличный,Брест,Приорбанк-LAHD-632,08-06-2013,10:47:46,успешно,да,129.77
юр. лицо,получение средств,4281.76,наличный,Витебск,Беларусбанк-RRTA-616,01-08-2002,08:56:40,успешно,нет,0.0
физ. лицо,списание средств,4892.63,безналичный,Гомель,БелАгропромбанк-OIXN-762,07-12-2003,04:12:17,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3813.18,безналичный,Гродно,Белинвестбанк-WDDT-276,22-02-2010,11:42:33,успешно,нет,0.0
физ. лицо,списание средств,2499.35,наличный,Минск,БелАгропромбанк-QEBD-670,18-06-2020,21:59:42,недостаточно средств,нет,0.0
физ. лицо,получение средств,3606.19,безналичный,Гродно,Беларусбанк-XOCS-204,30-04-2023,05:38:16,успешно,нет,0.0
физ. лицо,получение средств,586.81,наличный,Брест,Приорбанк-JCHR-847,25-09-2016,15:54:37,успешно,нет,0.0
физ. лицо,получение средств,1436.55,наличный,Витебск,Приорбанк-RHVJ-110,31-01-2000,22:43:51,успешно,нет,0.0
юр. лицо,получение средств,4266.31,безналичный,Могилев,Беларусбанк-SAAG-636,11-06-2004,07:48:57,успешно,нет,0.0
физ. лицо,списание средств,2143.89,наличный,Гродно,Приорбанк-NROK-104,07-12-2016,04:33:14,успешно,нет,0.0
физ. лицо,получение средств,1299.15,наличный,Гродно,Беларусбанк-GXFY-230,17-01-2014,01:22:35,успешно,нет,0.0
юр. лицо,получение средств,1635.97,безналичный,Могилев,Приорбанк-PVHQ-359,13-07-2004,22:27:08,успешно,нет,0.0
физ. лицо,получение средств,2579.41,наличный,Брест,Белинвестбанк-CEJH-392,04-03-2003,21:02:55,успешно,нет,0.0
физ. лицо,списание средств,3457.61,наличный,Брест,Белинвестбанк-NTWA-430,19-12-2009,05:11:53,недостаточно средств,нет,0.0
физ. лицо,получение средств,1778.45,наличный,Могилев,Беларусбанк-BTHX-914,08-10-2021,09:37:43,успешно,нет,0.0
физ. лицо,получение средств,1102.72,наличный,Минск,Белинвестбанк-IJXE-383,29-10-2024,21:50:30,успешно,нет,0.0
физ. лицо,получение средств,4118.86,безналичный,Могилев,МаксБанк-FQRT-330,24-05-2021,09:29:32,успешно,нет,0.0
физ. лицо,получение средств,1779.72,наличный,Брест,Беларусбанк-ZBFE-138,17-08-2024,06:46:19,успешно,нет,0.0
юр. лицо,получение средств,1701.08,безналичный,Витебск,Белинвестбанк-KIOZ-993,23-08-2020,00:59:49,успешно,нет,0.0
физ. лицо,списание средств,2554.21,безналичный,Минск,Приорбанк-UPTF-242,11-05-2006,04:18:10,успешно,да,249.76
физ. лицо,списание средств,2859.26,безналичный,Минск,Беларусбанк-MVTQ-589,27-11-2001,15:55:08,недостаточно средств,да,155.47
физ. лицо,списание средств,3225.25,наличный,Гомель,МаксБанк-NRJI-507,23-12-2023,04:52:55,успешно,нет,0.0
юр. лицо,получение средств,3667.12,наличный,Могилев,Белинвестбанк-QDAR-169,08-10-2004,06:53:57,успешно,нет,0.0
физ. лицо,списание средств,2712.03,безналичный,Могилев,Белинвестбанк-BPWY-172,10-03-2024,14:49:28,неправильный ввод пин-кода,да,165.34
юр. лицо,списание средств,2621.89,безналичный,Могилев,БелАгропромбанк-GMSW-850,30-06-2016,22:28:49,неправильный ввод пин-кода,да,240.02
юр. лицо,списание средств,2274.87,наличный,Гродно,Белинвестбанк-XUYJ-153,14-11-2018,18:46:19,недостаточно средств,да,113.1
юр. лицо,получение средств,3487.48,наличный,Гомель,БелАгропромбанк-FHKF-574,02-11-2012,21:12:03,успешно,нет,0.0
юр. лицо,получение средств,3087.93,наличный,Гродно,Приорбанк-XQSS-249,12-01-2022,02:22:32,успешно,нет,0.0
юр. лицо,списание средств,82.25,безналичный,Могилев,МаксБанк-IUYJ-551,17-03-2020,04:34:40,успешно,нет,0.0
физ. лицо,списание средств,1556.21,наличный,Гомель,БелАгропромбанк-KHJT-394,04-02-2012,20:26:22,недостаточно средств,нет,0.0
юр. лицо,получение средств,1595.08,наличный,Минск,БелАгропромбанк-LKTF-801,16-01-2023,02:15:45,успешно,нет,0.0
физ. лицо,списание средств,4162.99,наличный,Минск,БелАгропромбанк-YWOB-829,12-10-2005,19:56:52,недостаточно средств,да,219.34
физ. лицо,получение средств,1655.15,наличный,Витебск,Приорбанк-YCIV-543,17-12-2017,07:21:39,успешно,нет,0.0
юр. лицо,списание средств,2781.39,безналичный,Витебск,Белинвестбанк-JFHB-270,19-08-2007,15:14:09,недостаточно средств,нет,0.0
юр. лицо,списание средств,485.02,безналичный,Гродно,БелАгропромбанк-HEJE-253,06-08-2011,17:36:30,успешно,да,18.43
юр. лицо,списание средств,2699.39,безналичный,Минск,Беларусбанк-JBSH-335,04-03-2011,09:37:03,недостаточно средств,нет,0.0
физ. лицо,списание средств,998.84,наличный,Могилев,Белинвестбанк-QYJK-034,29-07-2010,11:54:28,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1958.44,наличный,Брест,МаксБанк-IUNH-670,03-11-2019,05:29:23,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2162.12,наличный,Брест,Приорбанк-MPIR-422,16-09-2011,00:07:03,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2666.73,наличный,Могилев,МаксБанк-CYUR-719,23-04-2009,20:07:33,неправильный ввод пин-кода,да,236.99
физ. лицо,получение средств,4517.09,безналичный,Минск,МаксБанк-PVXZ-440,12-03-2012,21:51:18,успешно,нет,0.0
физ. лицо,списание средств,4280.51,безналичный,Брест,МаксБанк-JXYB-569,09-03-2000,22:08:00,недостаточно средств,нет,0.0
физ. лицо,списание средств,47.42,наличный,Могилев,Приорбанк-XWOG-634,17-05-2003,03:42:06,неправильный ввод пин-кода,нет,0.0
